Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ16,OUT027,2596.217334836342
FDU35,OUT018,1555.0638804548635
NCT29,OUT013,2038.1008913691562
FDZ27,OUT046,760.1916548103353
FDN57,OUT017,2065.422244692474
FDA03,OUT018,2405.2598750799793
FDZ36,OUT045,3078.456407609819
NCU05,OUT013,1295.4804518316382
FDT39,OUT018,2352.1452702146416
FDK60,OUT017,1547.9123492080407
FDZ25,OUT017,2798.2925068716363
FDG12,OUT046,2073.266958992703
DRB01,OUT019,489.2245812262174
NCC43,OUT027,6232.635433426016
FDX13,OUT019,576.1844437793278
FDM22,OUT049,830.6628113767281
FDJ03,OUT027,1257.1590739917592
FDU14,OUT018,3676.055120103102
FDB33,OUT010,369.6661741447773
FDP27,OUT046,3098.3344687296885
FDO38,OUT010,180.18297760805265
FDE28,OUT027,6220.402555931043
FDO27,OUT035,1529.6519536438818
DRL23,OUT027,2581.3719462225204
FDS28,OUT046,863.9578781279633
FDX24,OUT013,1468.0107834365306
FDZ02,OUT035,1541.929936512546
FDL46,OUT045,1922.0754117459217
FDS60,OUT027,4852.838241607623
NCO06,OUT017,600.3417505030505
FDO16,OUT035,1355.3420682207225
FDC60,OUT049,1362.5634653566324
FDA48,OUT018,3307.1406783851526
FDZ36,OUT027,5083.431057047997
FDK27,OUT045,2040.1658242432263
FDW23,OUT018,601.0385762358137
FDM14,OUT018,1666.3149853618988
FDM14,OUT013,1649.089955459355
FDW60,OUT018,2798.024601065255
FDE21,OUT013,1951.1656048977168
NCM42,OUT035,1653.2807743257858
FDY59,OUT010,213.97576634457644
DRI49,OUT049,1294.1477729186179
FDT28,OUT019,335.25416854548695
FDQ22,OUT018,603.573628085832
FDR60,OUT049,1265.5069814400974
FDC50,OUT019,238.86317707202568
FDV24,OUT013,2431.912121342482
DRF48,OUT010,473.93541027806583
FDQ47,OUT046,601.3895832398207
DRN36,OUT049,1550.316741836538
NCY06,OUT035,2062.327212339649
FDE52,OUT035,1383.2558240239707
NCB54,OUT045,2023.6137690189096
NCF31,OUT035,2514.4452836967134
FDJ08,OUT027,5185.138067293531
NCC07,OUT017,1651.5616316813769
NCD19,OUT027,1541.8296431897988
FDL46,OUT049,1995.62488086159
FDM20,OUT045,3976.9495145003375
NCI06,OUT010,451.6710920770003
DRM11,OUT035,4189.954456219573
NCH07,OUT018,2447.0676077598446
FDS23,OUT013,2052.961198849541
FDO49,OUT018,748.8976315290586
FDS35,OUT049,1059.5518682169416
DRK39,OUT045,1330.092350712383
DRI39,OUT049,872.1055714266361
FDV04,OUT017,2525.889749876598
NCN14,OUT035,3070.305286382073
FDH08,OUT013,3817.6346778858633
FDS20,OUT046,3118.442424282981
FDV40,OUT049,1142.7217106076664
FDZ48,OUT010,243.4000839694602
FDS24,OUT027,2414.8054214679555
FDK44,OUT049,2908.163175025227
FDS48,OUT045,2533.084703174365
FDK26,OUT010,490.42142391733256
FDD23,OUT045,3068.4172700546023
NCH54,OUT017,2608.7985488109816
NCP14,OUT010,223.8770818979411
FDM60,OUT010,91.11286215206349
FDV24,OUT017,2473.308885814742
FDH08,OUT018,3322.7832083525172
FDS12,OUT027,3321.6216645611735
FDR39,OUT027,4916.730789535626
FDP12,OUT027,1124.5201548369585
DRF60,OUT027,6264.522846885682
FDC09,OUT035,1653.674142164597
FDF50,OUT018,2982.7968638835255
FDG28,OUT035,3995.554318407762
NCE19,OUT017,863.9578781279633
NCM53,OUT010,238.62428493859318
NCN18,OUT049,1702.261966755011
FDF32,OUT035,3126.909084323596
FDF11,OUT013,3940.3252057643504
DRI59,OUT049,3805.7849077601086
NCG54,OUT035,2822.611771064463
FDM44,OUT046,1634.5477813180455
FDT57,OUT018,3366.1854964818235
FDV24,OUT046,2458.063837317422
FDI50,OUT019,579.1080261643167
FDS09,OUT035,782.7747977141642
NCC31,OUT027,4028.803391122836
FDQ07,OUT019,572.50231860671
FDC22,OUT017,3082.7806377819743
FDZ56,OUT046,2780.3306647598865
FDZ40,OUT019,166.70716077095338
FDS46,OUT027,3143.1536836074492
DRD24,OUT045,2071.069089674619
FDV45,OUT017,3066.982165668577
FDL26,OUT045,2541.5734107862504
FDA56,OUT018,1932.5014667363262
FDN27,OUT046,1956.0636376369719
FDM20,OUT049,3967.958707454045
FDO16,OUT017,1335.4047099611496
FDL03,OUT035,3050.4899400815916
FDE58,OUT046,1952.7671236628169
FDI02,OUT027,3161.238473791301
NCC55,OUT019,91.11286215206349
FDR03,OUT018,3124.2233079934467
FDB14,OUT017,1468.0107834365306
FDR45,OUT013,3967.3027319947128
NCN07,OUT017,2067.7449337567
FDM51,OUT019,249.52307292403555
FDT52,OUT027,6323.179038085114
FDL26,OUT046,2525.7264243362215
NCZ42,OUT046,3894.7511257178467
DRI47,OUT019,351.71759421174187
FDW40,OUT013,2091.2546574310413
FDN34,OUT046,2791.968822703902
FDS01,OUT035,2958.163601858722
NCG55,OUT045,1920.8889024616947
FDC11,OUT035,1353.3918033558102
FDX35,OUT018,3338.056818899426
NCB06,OUT046,2578.484120876799
FDR09,OUT019,578.0450351429484
FDC53,OUT017,1547.9123492080407
FDY45,OUT013,4107.4146554504305
FDA22,OUT010,397.1266717729252
FDE02,OUT035,1524.3395943951152
FDW21,OUT045,1635.7170615593554
FDV34,OUT046,1150.3368831433345
FDS59,OUT049,1655.3932848090058
NCW17,OUT017,2086.647653645133
NCK54,OUT046,1951.4265396020312
FDG17,OUT019,571.2178134360461
FDG35,OUT017,2856.7947979882492
FDD08,OUT010,91.11286215206349
NCO07,OUT017,3682.4198523817236
FDJ10,OUT010,275.05169344452884
FDW36,OUT017,1651.5616316813769
FDW21,OUT010,223.82715650415764
FDY19,OUT017,1944.8308777269995
DRE03,OUT013,754.411603345193
NCC55,OUT049,613.666354186606
FDH52,OUT010,165.9458901468537
FDO09,OUT017,4082.0437132148377
FDU43,OUT045,3920.385270108963
FDX09,OUT010,426.8763020385741
FDH40,OUT019,215.70558113975147
FDW58,OUT017,1651.5616316813769
FDC47,OUT017,3783.1039634974095
NCR41,OUT035,1510.509647189711
DRG49,OUT035,3982.371501504682
FDC52,OUT027,4003.5693123597007
FDY13,OUT046,1167.8435962445415
FDY35,OUT013,627.1618577723189
FDI35,OUT017,3087.970490361425
NCU18,OUT049,2088.7443303219693
FDY33,OUT018,2457.9077354728165
FDC15,OUT027,3939.246683628151
FDU01,OUT049,3080.758786521707
NCU42,OUT046,2786.0805345820095
NCV29,OUT018,2805.392360877659
NCY30,OUT017,3030.28055221879
FDQ46,OUT049,1730.9553298232222
FDG58,OUT027,3859.427007983759
FDK33,OUT017,3644.514252833551
NCD07,OUT045,1903.6572560026302
NCX29,OUT027,3821.145235189344
NCT42,OUT013,2425.0939374026116
DRN59,OUT035,750.31234528735
FDI44,OUT035,1277.959461771
FDA45,OUT049,2884.848935437291
FDP31,OUT045,1063.471827741547
FDY01,OUT046,1941.3707910161684
FDT09,OUT018,1967.3034769773176
DRH03,OUT027,2530.3651281240127
FDA36,OUT018,2988.368852180911
NCF31,OUT017,2486.9274444228104
FDG14,OUT049,2475.004660101425
FDG28,OUT027,6302.969802714801
FDU14,OUT049,4087.274940051404
FDY47,OUT019,299.9591626465918
FDI56,OUT049,1385.3073242370656
DRD01,OUT013,845.2514717819796
FDM22,OUT046,868.4052555703871
FDH33,OUT013,619.0074037228607
DRZ24,OUT013,1956.4752696423884
NCQ38,OUT046,1651.5616316813769
FDO16,OUT027,2277.9324981061295
FDU07,OUT027,3858.1835832696615
NCB07,OUT013,2998.156016396512
FDU48,OUT045,2042.748480494509
NCM43,OUT045,2628.0636258217537
FDR31,OUT010,342.2739995757292
DRK49,OUT018,606.0083173465821
NCI30,OUT010,596.2801032206273
DRD60,OUT017,3037.1541538575607
NCG19,OUT046,3785.663107333179
FDH12,OUT035,1653.674142164597
FDM32,OUT035,1459.1685366802055
FDM27,OUT035,2580.5908094059164
NCU53,OUT027,4335.296016710974
NCQ18,OUT046,1568.8509333317738
FDS10,OUT013,2904.7105691478473
FDB33,OUT027,4132.537842276128
FDI12,OUT013,1347.3325683127287
NCW42,OUT013,3732.4193581867567
NCC06,OUT018,1952.5059586176817
FDW02,OUT017,2050.191288898847
NCD43,OUT017,1651.5616316813769
FDM57,OUT018,1344.7968645851056
FDA58,OUT017,3854.9693833840674
FDK56,OUT046,3113.554750697103
FDP52,OUT045,3830.792668501778
FDW20,OUT018,1935.7006190970915
FDS52,OUT049,1613.907654912445
NCT29,OUT018,1895.4225660441389
NCL54,OUT013,2888.3617661199114
FDC05,OUT045,3072.0012299705536
FDF34,OUT035,3106.879743823142
FDP03,OUT027,3286.097582591298
FDD32,OUT010,196.87105091733366
FDZ10,OUT045,2063.973889447168
FDZ40,OUT035,861.9438887750363
FDD51,OUT018,613.8242021861722
NCY30,OUT019,433.4623793018486
FDP58,OUT017,3651.117289087453
FDV49,OUT017,4197.634445621976
FDY24,OUT019,147.30390121595764
NCO55,OUT017,1651.5616316813769
FDR13,OUT017,1944.8118276083146
FDS51,OUT017,984.2288734283582
FDP26,OUT045,1651.5616316813769
NCB54,OUT027,3321.6216645611735
FDF32,OUT017,3051.73208701489
FDN31,OUT018,2994.1415485092607
DRM48,OUT017,600.3417505030505
FDN20,OUT049,2785.4938662441
DRL01,OUT046,3813.2210565386895
FDV56,OUT049,1653.674142164597
DRH13,OUT027,2581.3719462225204
FDA03,OUT017,2539.0516714776318
FDF47,OUT027,5736.937123590918
FDX32,OUT046,2525.8877797061755
FDX57,OUT049,1545.2580152359924
NCA30,OUT045,2997.007922864322
FDO49,OUT013,758.2073544929648
FDL04,OUT019,251.07762992360006
DRM48,OUT035,604.6552595299206
FDR16,OUT013,3540.9743621517428
NCC19,OUT018,2984.527468052163
NCE42,OUT045,3848.3211287522704
FDY24,OUT017,861.9438887750363
FDH19,OUT049,2897.9830012407224
FDJ46,OUT013,2877.439456163247
FDN45,OUT010,603.9592986092791
FDY08,OUT035,2063.5966894117355
FDZ37,OUT035,1358.9260859728008
NCT30,OUT045,759.0402719246043
DRY23,OUT018,606.3840429958393
NCZ30,OUT018,1926.1542084487282
FDC44,OUT018,1815.725150354581
FDB45,OUT035,1651.5616316813769
FDY04,OUT013,2570.9614701824294
FDM27,OUT046,2560.1820401528994
FDZ43,OUT017,3972.2582400209917
FDT39,OUT019,352.8549781220218
NCC06,OUT019,297.0548491773445
FDL15,OUT027,3948.726478157509
FDL57,OUT017,4140.788102888611
FDU08,OUT046,1560.5365205441346
FDK40,OUT017,4197.794656843357
FDQ12,OUT010,596.618831669243
FDS48,OUT017,2528.564889610729
FDP09,OUT045,3632.6863242702575
FDW21,OUT049,1573.534844461646
FDY25,OUT035,3072.58137560646
DRE13,OUT017,1353.6670883557877
FDV43,OUT019,91.11286215206349
FDD22,OUT045,1730.9553298232222
FDM46,OUT019,238.13837399111029
NCO30,OUT010,475.64563311800816
FDM25,OUT046,2889.3408329994495
NCN41,OUT049,2040.1968761108574
FDU24,OUT045,1470.3144669546216
FDZ50,OUT046,3125.0823937501245
FDP45,OUT013,4120.977602273859
NCM54,OUT045,2029.0361660782683
FDW10,OUT019,417.56660607853655
FDP20,OUT017,2061.578296471209
FDK32,OUT046,2521.8187235835585
FDN52,OUT049,1359.330955685952
FDM58,OUT045,1706.740104886642
FDZ46,OUT027,3073.471295181491
NCA18,OUT018,1820.7570694963981
FDD35,OUT046,2067.097758021706
NCK31,OUT035,763.9874059581072
FDI40,OUT027,2643.5676056490383
FDT50,OUT019,240.11462046849033
NCT06,OUT046,2603.2598125117233
FDT31,OUT035,3050.2206370177464
FDT45,OUT049,825.7566170961992
FDT13,OUT045,3076.960955559949
FDO50,OUT045,1386.2123924581406
NCU18,OUT010,277.32081218075166
NCR54,OUT049,3120.314509920985
NCO18,OUT018,2805.392360877659
FDU09,OUT045,863.9578781279633
FDT13,OUT018,2997.1587198435295
FDE09,OUT046,1739.6450472458027
NCK53,OUT019,252.01039281253898
FDG45,OUT049,3619.5081535089957
DRH15,OUT035,665.1366077675661
FDO21,OUT019,578.1806568092682
FDD14,OUT027,5153.511894648411
FDC09,OUT046,1653.674142164597
FDH45,OUT027,1124.5201548369585
FDV32,OUT046,1064.2454446280237
FDG12,OUT035,2006.6145807366947
FDS32,OUT013,2071.2593167867126
NCL55,OUT018,3705.9734629677814
DRE01,OUT035,3918.290165523587
DRE15,OUT049,1279.2394692667174
NCL42,OUT045,3945.661117005568
FDP31,OUT013,1022.7270762640625
FDN33,OUT018,1449.3997052912207
FDZ59,OUT046,2565.766600817777
FDE45,OUT010,427.71064157746366
FDJ07,OUT013,1980.500094297272
FDQ45,OUT018,2997.5572369749807
FDM33,OUT027,5517.087901796317
FDO15,OUT010,176.80342618515044
FDM46,OUT013,1468.0107834365306
FDR03,OUT045,3414.775220088575
FDY49,OUT018,2572.3685059600607
FDQ60,OUT045,1951.0215804809536
FDW10,OUT049,2891.5689024540347
FDO51,OUT049,643.6674532840161
FDJ40,OUT018,1627.2316792530976
FDS20,OUT018,2992.4396147115517
FDU45,OUT013,1808.1396323745894
FDV02,OUT035,2808.225510419891
FDN09,OUT046,3956.440140747922
NCM55,OUT027,5157.0006693223495
FDN23,OUT018,2351.5861965702006
FDY31,OUT010,348.40305631224254
FDW03,OUT010,225.44484120431662
FDD14,OUT046,3038.997013013114
FDV23,OUT017,2044.83214803893
DRI03,OUT045,2893.852405896664
FDN13,OUT035,1576.3023330478434
FDF45,OUT027,1595.6395864082433
FDU46,OUT035,1356.8745857597057
FDB57,OUT049,3756.5885447468117
FDV12,OUT049,1578.4148435310638
FDQ58,OUT013,2433.0787950066006
NCA18,OUT017,1923.1162080095535
FDH52,OUT049,947.3193473831833
FDM24,OUT018,2350.374584468259
NCP43,OUT027,4918.3197682114715
NCO18,OUT019,431.74319918085837
FDM32,OUT017,1405.071027565104
NCL07,OUT017,609.3520074131574
FDK03,OUT013,4110.781771754617
FDP59,OUT017,1645.189604361362
FDQ24,OUT049,4101.284571186396
FDQ16,OUT018,1625.1191687698777
FDU44,OUT013,2548.0948996241405
FDH28,OUT010,91.11286215206349
FDV28,OUT019,91.11286215206349
FDM22,OUT045,863.0519411924943
FDR56,OUT046,3092.064540153307
FDV39,OUT049,3136.1548723111155
FDU37,OUT019,198.87149667620477
FDQ11,OUT010,588.3044730055861
FDX02,OUT045,3807.250543253322
NCS42,OUT018,1446.8283046445683
FDY57,OUT027,2600.2285570809363
FDB21,OUT049,3889.2429040755383
FDE28,OUT017,3805.042264433929
FDQ55,OUT017,1939.4931313807351
FDA48,OUT049,3708.6733538994267
FDZ19,OUT045,2881.8224960142857
NCC43,OUT045,3963.1739440415404
NCV18,OUT046,1337.0796898260844
NCA42,OUT018,2401.8216606727233
FDY45,OUT046,4096.040031687254
NCC30,OUT045,2955.8970465556076
FDM57,OUT013,1344.194044865996
FDL09,OUT010,405.45213566246304
FDB09,OUT027,3293.064460923804
FDT44,OUT035,1979.3875896180425
NCT06,OUT027,4236.002659626759
FDX26,OUT049,3149.661220702767
FDK32,OUT013,2492.9023604627837
DRA12,OUT046,2112.600099488003
FDO46,OUT010,493.54581361891667
FDE52,OUT013,1353.0904218668406
NCH42,OUT045,3855.0560944553727
FDV08,OUT035,619.9447887843171
FDB47,OUT018,3297.482630262387
FDC28,OUT010,242.2869017978165
FDD22,OUT046,1920.3305872908231
FDS07,OUT027,3168.2053521238076
DRI13,OUT045,3654.2681599960038
FDG32,OUT018,3314.1869569947153
FDU14,OUT017,4092.2319275552636
FDD28,OUT019,168.61337590559145
NCP41,OUT017,1653.2807743257858
FDS08,OUT049,2915.3442540108495
FDX47,OUT045,2522.53696957682
FDC53,OUT019,250.57002525697905
FDQ19,OUT035,3974.0703734850936
FDL14,OUT045,2493.7845457060926
FDM33,OUT019,580.2593099046204
FDA51,OUT045,1891.3722566839883
FDZ27,OUT018,745.1018803812867
FDT04,OUT046,617.2662973635976
DRC13,OUT049,2042.907301143932
FDR16,OUT027,5496.88980672282
FDQ03,OUT027,6223.043252702993
FDE38,OUT035,2731.4463084273657
DRH23,OUT027,1569.524306102327
FDT11,OUT019,486.2802960386018
FDD09,OUT035,3032.0210059271444
FDR40,OUT045,1328.0408504992877
FDX07,OUT017,3046.0492491459813
FDR07,OUT035,1547.9123492080407
FDA51,OUT017,1919.1137017092487
FDT59,OUT019,582.6059540470217
FDF20,OUT017,3079.429137392792
FDR13,OUT045,1916.356187060415
FDY26,OUT049,3681.785622813635
FDW04,OUT017,2057.392580228641
FDK52,OUT017,3810.3376131647587
FDN60,OUT049,2571.183519002034
FDM09,OUT019,418.4655591999679
FDP46,OUT049,1358.671619014004
FDB50,OUT019,196.97336206607915
NCQ29,OUT049,4036.4118617835106
FDP16,OUT027,6331.570618722333
FDX33,OUT018,2422.1702422338208
FDP07,OUT010,504.8991274603273
FDN22,OUT046,3980.2764646455303
FDF39,OUT049,4176.705522065181
FDS21,OUT017,937.9079742923476
NCM42,OUT013,1651.2024659425754
FDK50,OUT019,396.96023480911526
DRF13,OUT027,3993.938544618875
FDH35,OUT018,2485.165325989075
FDP60,OUT018,1552.0552047241881
DRJ49,OUT027,3321.55305831774
NCT42,OUT019,352.8245757619208
FDE38,OUT049,2707.3601256501574
FDI04,OUT049,3148.095916133646
NCH54,OUT045,2572.1603044575145
FDT56,OUT049,890.4377067398159
DRD15,OUT018,3338.4226078412285
FDV58,OUT013,2985.767267346369
FDP21,OUT049,3166.611899774412
FDH05,OUT013,3771.3498111482013
FDR10,OUT027,4182.118606995085
NCP06,OUT045,2531.3140174279824
FDF33,OUT049,1651.5616316813769
DRK37,OUT013,3068.263229233066
DRH49,OUT045,1321.8549282224997
FDT58,OUT013,2650.1642954129247
FDD41,OUT018,1625.5125366086888
FDP40,OUT018,1672.4896982096416
FDM51,OUT027,2562.2037527590883
FDO45,OUT010,197.9216817602844
FDW33,OUT010,223.8770818979411
FDY24,OUT045,861.9438887750363
FDB10,OUT010,601.3367746390936
FDM40,OUT035,2092.935445207452
NCI06,OUT017,3040.825296672597
FDW12,OUT019,321.5488107574642
FDX48,OUT027,4038.7598151670895
NCW05,OUT027,2666.398589814812
FDX27,OUT017,1524.3395943951152
DRM37,OUT045,3068.5732036008408
FDA38,OUT045,3965.393516630149
FDR36,OUT046,615.8027304853872
FDZ45,OUT046,3127.6131020249736
FDG05,OUT017,2533.28811172346
FDK28,OUT013,4201.436503967442
FDV47,OUT045,1345.9589699367632
FDN21,OUT045,2589.5733746626474
FDP20,OUT027,3314.6547862286675
FDI35,OUT045,3069.5733937895466
DRY23,OUT013,624.1050475326183
FDA56,OUT017,2060.2959034761793
FDB09,OUT013,2038.1008913691562
NCO26,OUT027,3180.3056667105393
FDQ49,OUT018,2425.1181891038314
FDI52,OUT027,3293.064460923804
FDZ44,OUT027,3143.049014983413
FDZ09,OUT018,2491.30082621808
FDY03,OUT049,1913.885185576361
NCG42,OUT017,2070.110561405111
DRI13,OUT027,5555.976795729175
FDQ32,OUT013,2052.0098041939546
FDW16,OUT035,1386.2123924581406
FDU27,OUT046,759.0402719246043
FDR28,OUT010,413.65614233807116
FDQ49,OUT010,358.94016002230785
FDS37,OUT046,1944.3998313786374
FDW26,OUT018,3311.0792325743905
FDX12,OUT018,3517.1220046376957
NCP06,OUT013,2489.917252955722
FDW45,OUT010,346.0707316617592
NCN30,OUT049,1510.509647189711
FDN24,OUT049,830.6628113767281
NCL41,OUT027,1124.5201548369585
FDR02,OUT019,274.1054086150002
FDD09,OUT010,457.1511900983844
FDS33,OUT010,197.4859666828981
FDU22,OUT045,2000.543238586027
FDI53,OUT013,2533.20796225589
DRH01,OUT049,2916.500348820072
FDX32,OUT013,2111.5928249993117
NCP30,OUT018,604.5447504683717
FDB60,OUT045,3057.8200977234824
FDB14,OUT049,1468.0107834365306
NCP02,OUT035,865.6442046312852
FDJ10,OUT017,2060.607089340933
FDG34,OUT046,1707.1003369857674
NCB18,OUT017,1358.5891318841707
FDM16,OUT049,1150.4390762272556
FDW25,OUT018,1355.3500753744063
FDB35,OUT010,207.38086459751355
DRN11,OUT013,2119.124164210077
FDF41,OUT019,578.9700189115678
FDH16,OUT045,1361.3194302954155
NCQ50,OUT018,3212.606667939241
DRH23,OUT018,872.520977747955
DRJ37,OUT013,2429.7029129335206
DRJ24,OUT027,5154.881579240531
FDY16,OUT035,3076.7721927701136
FDQ27,OUT045,1653.674142164597
FDZ33,OUT045,2488.58604600488
FDF29,OUT045,2069.145629680228
FDA08,OUT049,2594.788682653548
FDG31,OUT046,1067.6823218469485
FDE34,OUT019,475.31392954536074
NCR30,OUT027,1720.7870989614576
FDV33,OUT035,4213.108107321869
DRZ24,OUT018,1930.3308072938141
NCL54,OUT035,2918.7273151457152
FDR12,OUT049,2939.174859750533
NCC54,OUT046,3859.6664208619786
DRN59,OUT013,746.2275083994947
FDX50,OUT019,273.5409608394255
FDV31,OUT027,4848.545967258659
NCA29,OUT027,4618.361669193346
FDW60,OUT049,2944.886461418875
FDX08,OUT017,3108.7758481745736
DRD49,OUT013,3831.3974221580797
FDD33,OUT046,3771.6066463495854
FDW35,OUT013,620.1587866085918
FDJ36,OUT017,1653.674142164597
FDV51,OUT035,2695.304980619729
FDW36,OUT046,1651.5616316813769
FDH35,OUT046,2603.2598125117233
NCS30,OUT027,3330.174949970635
FDN49,OUT017,612.6952318040662
FDL08,OUT018,3542.9228077398457
FDI09,OUT013,3845.394725148463
FDP19,OUT018,1929.7762008053892
FDU21,OUT010,91.11286215206349
NCP41,OUT045,1651.5616316813769
FDY10,OUT013,1825.0894885924008
FDP12,OUT018,588.0090979545344
NCN26,OUT049,1932.2975647512283
FDK44,OUT013,2852.5311095495294
FDC28,OUT049,1653.2807743257858
FDJ41,OUT027,6339.50559596944
NCT29,OUT035,2043.1562451706484
NCH42,OUT019,580.3986292902512
FDU60,OUT018,2566.260483195962
FDS02,OUT045,3063.1625482626278
FDC51,OUT046,2075.810643957715
FDU03,OUT013,3030.930753548006
FDX39,OUT045,3685.602706932821
NCY05,OUT010,91.11286215206349
NCL06,OUT027,6232.635433426016
FDD32,OUT035,1280.0742293089297
NCN41,OUT045,2019.733565104243
NCX53,OUT049,2113.3052438810028
FDU57,OUT019,338.98587213380745
FDQ23,OUT046,1651.5616316813769
FDQ52,OUT045,4010.3214650385703
FDC14,OUT045,616.9541133711184
FDY09,OUT035,2937.8529153156687
FDQ28,OUT045,2552.7158493211246
FDV25,OUT046,3793.619940532694
FDJ07,OUT035,1957.859110208876
DRB25,OUT049,1651.5616316813769
FDK52,OUT019,587.172202267217
FDY52,OUT027,1663.0390198936514
FDB28,OUT046,3074.0006503607715
FDT36,OUT035,599.3706281205108
FDV25,OUT017,3826.4441258387315
NCN07,OUT027,3321.55305831774
FDC57,OUT017,3019.5670778477156
FDQ03,OUT018,3391.729631607131
FDU23,OUT017,2715.607240205382
NCX41,OUT035,3654.5631977353387
NCD06,OUT035,756.2074461362586
FDW08,OUT045,1653.674142164597
NCU29,OUT017,2480.3379500581946
NCE06,OUT013,2497.287438378965
FDV52,OUT010,265.7303348498867
FDB02,OUT017,2915.3230652414104
NCR18,OUT045,629.3271927397295
FDK16,OUT049,1507.7686885875964
NCQ29,OUT010,595.1902212905597
FDZ01,OUT019,250.75770410470017
FDW27,OUT035,2557.2109257745283
FDD17,OUT018,3432.2325053117424
FDW39,OUT013,2875.160516535314
DRH59,OUT045,1106.9918805778677
FDS52,OUT013,1632.0761050960239
FDU40,OUT027,5460.088741949556
NCF54,OUT013,2839.2864776717656
FDH46,OUT045,1653.674142164597
NCP14,OUT049,1651.5616316813769
FDH50,OUT049,3164.7573838307667
DRF15,OUT010,358.2472898938392
FDV27,OUT027,2365.2218191047004
NCJ06,OUT049,2038.4079734718377
FDN02,OUT018,3132.58218546664
FDQ51,OUT049,751.4637281730812
FDQ07,OUT017,3767.715794979258
FDS45,OUT049,1653.674142164597
NCJ06,OUT045,2023.030079078398
FDD36,OUT035,1963.1756581796124
FDY25,OUT045,3090.378751602695
FDU52,OUT046,2479.6946650846016
DRK47,OUT017,3840.8087006153037
NCL30,OUT017,2061.578296471209
FDN22,OUT035,4003.8569780662633
NCF30,OUT027,3321.6216645611735
FDK03,OUT035,4127.875415987908
FDT45,OUT017,865.5130506427851
NCC54,OUT027,6232.635433426016
FDP08,OUT018,2905.8017948501947
