Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP52,OUT045,3828.1146148330213
FDW20,OUT018,1891.6282167078398
FDS52,OUT049,1633.1011017809637
NCT29,OUT018,1858.5136175682896
NCL54,OUT013,2873.7986521828198
FDC05,OUT045,3041.4365629770473
FDF34,OUT035,3104.682553072294
FDP03,OUT027,3283.2421672512555
FDD32,OUT010,190.75065408239382
FDZ10,OUT045,2050.876926322946
FDZ40,OUT035,864.4883186865139
FDD51,OUT018,613.6037032394396
NCY30,OUT019,432.28979137109144
FDP58,OUT017,3667.869922939745
FDV49,OUT017,4185.453400328016
FDY24,OUT019,152.2298736179893
NCO55,OUT017,1654.8679842065376
FDR13,OUT017,1977.98540679041
FDS51,OUT017,958.4187647628646
FDP26,OUT045,1648.6289003105505
NCB54,OUT027,3303.5217972607293
FDF32,OUT017,3083.872343615864
FDN31,OUT018,3014.693033139644
DRM48,OUT017,603.4812821166956
FDN20,OUT049,2773.0634652277686
DRL01,OUT046,3818.421696373043
FDV56,OUT049,1655.407442231778
DRH13,OUT027,2586.246302764517
FDA03,OUT017,2524.957752978272
FDF47,OUT027,5861.686418458779
FDX32,OUT046,2506.2080567520406
FDX57,OUT049,1556.058218429917
NCA30,OUT045,2987.051273108531
FDO49,OUT013,759.2619212857654
FDL04,OUT019,249.2332364553699
DRM48,OUT035,607.1528377474328
FDR16,OUT013,3562.6550017569284
NCC19,OUT018,3020.0582489564576
NCE42,OUT045,3839.0840154415264
FDY24,OUT017,864.4883186865139
FDH19,OUT049,2860.8318299483235
FDJ46,OUT013,2859.8642239573005
FDN45,OUT010,598.3309735599468
FDY08,OUT035,2049.5583401910526
FDZ37,OUT035,1361.9075859426805
NCT30,OUT045,755.9813329483826
DRY23,OUT018,612.085869034498
NCZ30,OUT018,1879.3195331477502
FDC44,OUT018,1792.1786029610832
FDB45,OUT035,1649.1683583357908
FDY04,OUT013,2559.0803011191565
FDM27,OUT046,2621.5422794329993
FDZ43,OUT017,3961.7117069678275
FDT39,OUT019,365.88924628930965
NCC06,OUT019,298.4266025738745
FDL15,OUT027,3962.276991642657
FDL57,OUT017,4140.752204329188
FDU08,OUT046,1585.7226467105415
FDK40,OUT017,4183.467999170679
FDQ12,OUT010,579.6783797178332
FDS48,OUT017,2516.726292260112
FDP09,OUT045,3631.5325953353963
FDW21,OUT049,1594.0740884346617
FDY25,OUT035,3067.115952579137
DRE13,OUT017,1359.550819415623
FDV43,OUT019,90.16278014292142
FDD22,OUT045,1763.2260914672424
FDM46,OUT019,237.19927157718766
NCO30,OUT010,485.1799499169286
FDM25,OUT046,2872.3401289289554
NCN41,OUT049,2037.7940148801997
FDU24,OUT045,1467.6066514301147
FDZ50,OUT046,3121.5144730799047
FDP45,OUT013,4091.601153933428
NCM54,OUT045,2024.0245521496834
FDW10,OUT019,405.42751810986573
FDP20,OUT017,2042.479563718956
FDK32,OUT046,2504.1487577905064
FDN52,OUT049,1364.0763273203186
FDM58,OUT045,1756.4991093170975
FDZ46,OUT027,3071.7467825135222
NCA18,OUT018,1816.3816821779772
FDD35,OUT046,2055.7302596372656
NCK31,OUT035,757.6466549768979
FDI40,OUT027,2645.870904680107
FDT50,OUT019,239.7343407076978
NCT06,OUT046,2601.6905866538787
FDT31,OUT035,3031.1047261380336
FDT45,OUT049,833.5293318115207
FDT13,OUT045,3053.88691352348
FDO50,OUT045,1393.8352535555255
NCU18,OUT010,280.28075085934876
NCR54,OUT049,3102.375121098074
NCO18,OUT018,2828.729645606879
FDU09,OUT045,868.5337809554886
FDT13,OUT018,3006.656867117681
FDE09,OUT046,1770.0482927049402
NCK53,OUT019,248.94269554372818
FDG45,OUT049,3665.0199049800403
DRH15,OUT035,672.2710533522381
FDO21,OUT019,575.9590708853301
FDD14,OUT027,5189.106991268642
FDC09,OUT046,1649.1683583357908
FDH45,OUT027,1125.1442486487294
FDV32,OUT046,1034.8837156853378
FDG12,OUT035,2014.611919811872
FDS32,OUT013,2065.3235280555464
NCL55,OUT018,3691.4045849047807
DRE01,OUT035,3908.780672151844
DRE15,OUT049,1280.6166155413025
NCL42,OUT045,3924.0588745917335
FDP31,OUT013,1001.058087644381
FDN33,OUT018,1429.8680025584838
FDZ59,OUT046,2530.1442559522357
FDE45,OUT010,426.0218271832749
FDJ07,OUT013,1995.039330267342
FDQ45,OUT018,3008.960652127804
FDM33,OUT027,5569.656371319957
FDO15,OUT010,171.11362450580899
FDM46,OUT013,1459.6078818314252
FDR03,OUT045,3395.5425597340004
FDY49,OUT018,2613.6319513737308
FDQ60,OUT045,1967.6410453146966
FDW10,OUT049,2880.5002309814386
FDO51,OUT049,658.5618021088892
FDJ40,OUT018,1603.8793257958544
FDS20,OUT018,3009.471552211758
FDU45,OUT013,1829.7898855564654
FDV02,OUT035,2791.5409353464156
FDN09,OUT046,3941.7498552895645
NCM55,OUT027,5163.952198948551
FDN23,OUT018,2347.4656479922814
FDY31,OUT010,351.3846810788538
FDW03,OUT010,221.03800098665738
FDD14,OUT046,3044.102973951954
FDV23,OUT017,2034.8206627862612
DRI03,OUT045,2876.0489755787003
FDN13,OUT035,1587.4457120609964
FDF45,OUT027,1693.6664080315427
FDU46,OUT035,1360.259735609067
FDB57,OUT049,3758.6602477261645
FDV12,OUT049,1592.7408076132333
FDQ58,OUT013,2422.8747571718586
NCA18,OUT017,1951.360610920784
FDH52,OUT049,936.1074566237085
FDM24,OUT018,2339.4623456710433
NCP43,OUT027,4989.599669430913
NCO18,OUT019,429.5137880466161
FDM32,OUT017,1408.6255019556745
NCL07,OUT017,612.040960921186
FDK03,OUT013,4112.110688668801
FDP59,OUT017,1643.460790142104
FDQ24,OUT049,4084.4479164431305
FDQ16,OUT018,1604.4187838210948
FDU44,OUT013,2544.170165119307
FDH28,OUT010,90.16278014292142
FDV28,OUT019,90.16278014292142
FDM22,OUT045,861.8812219010204
FDR56,OUT046,3105.4741139891303
FDV39,OUT049,3121.5559417881477
FDU37,OUT019,193.7877920283444
FDQ11,OUT010,584.1299264256137
FDX02,OUT045,3780.5925495002575
NCS42,OUT018,1421.8692329597948
FDY57,OUT027,2594.521467149383
FDB21,OUT049,3864.337930876292
FDE28,OUT017,3822.5349705439994
FDQ55,OUT017,1966.5173839936986
FDA48,OUT049,3726.2563981612248
FDZ19,OUT045,2853.214778080082
NCC43,OUT045,3950.22663324825
NCV18,OUT046,1341.6220314586558
NCA42,OUT018,2445.5803445333095
FDY45,OUT046,4137.664806628352
NCC30,OUT045,2920.99732137935
FDM57,OUT013,1350.0297555914328
FDL09,OUT010,395.1858658991306
FDB09,OUT027,3274.571575001098
FDT44,OUT035,1988.8456509877876
NCT06,OUT027,4182.421784921111
FDX26,OUT049,3108.2868670720723
FDK32,OUT013,2484.0501235702077
DRA12,OUT046,2113.0950014821333
FDO46,OUT010,505.1986116147437
FDE52,OUT013,1358.4403863574878
NCH42,OUT045,3825.3826354933735
FDV08,OUT035,627.9892814651132
FDB47,OUT018,3294.9083937445807
FDC28,OUT010,239.86569672859486
FDD22,OUT046,1951.3178250840513
FDS07,OUT027,3144.8893091548944
DRI13,OUT045,3668.3050480863394
FDG32,OUT018,3321.589187319422
FDU14,OUT017,4087.9352644906835
FDD28,OUT019,171.3177971277165
NCP41,OUT017,1655.407442231778
FDS08,OUT049,2877.853117318448
FDX47,OUT045,2524.0740612054137
FDC53,OUT019,247.5651988079339
FDQ19,OUT035,3992.4072431789855
FDL14,OUT045,2463.4261218955107
FDM33,OUT019,581.323270660042
FDA51,OUT045,1921.486769270667
FDZ27,OUT018,741.4102937225232
FDT04,OUT046,624.3815803774855
DRC13,OUT049,2046.5560555714237
FDR16,OUT027,5547.107889324426
FDQ03,OUT027,6243.325990251116
FDE38,OUT035,2713.973201136418
DRH23,OUT027,1629.3967405597627
FDT11,OUT019,499.2031037065346
FDD09,OUT035,3003.037258793941
FDR40,OUT045,1335.0641058782116
FDX07,OUT017,3053.8444774240675
FDR07,OUT035,1556.058218429917
FDA51,OUT017,1941.7673582087227
FDT59,OUT019,575.3396837465694
FDF20,OUT017,3118.006133030616
FDR13,OUT045,1950.6833983698275
FDY26,OUT049,3685.4021646149013
FDW04,OUT017,2040.5248046739057
FDK52,OUT017,3819.805697758168
FDN60,OUT049,2564.7515086551325
FDM09,OUT019,417.7449938785581
FDP46,OUT049,1361.9815425425272
FDB50,OUT019,192.72708995111756
NCQ29,OUT049,4051.4173960309763
FDP16,OUT027,6314.567499970548
FDX33,OUT018,2425.768039209164
FDP07,OUT010,514.7020644942623
FDN22,OUT046,4012.922303250627
FDF39,OUT049,4171.250777792164
FDS21,OUT017,938.6299350536112
NCM42,OUT013,1657.3436602266759
FDK50,OUT019,404.58573152623876
DRF13,OUT027,3977.9334283931876
FDH35,OUT018,2488.1983435167467
FDP60,OUT018,1546.5031689141063
DRJ49,OUT027,3296.502880996923
NCT42,OUT019,361.429906898304
FDE38,OUT049,2673.5503741248817
FDI04,OUT049,3108.0990357195506
NCH54,OUT045,2586.5767811658857
FDT56,OUT049,884.7360988599498
DRD15,OUT018,3357.712667099919
FDV58,OUT013,3017.879349781843
FDP21,OUT049,3147.045688115071
FDH05,OUT013,3760.1244621622986
FDR10,OUT027,4168.658527256533
NCP06,OUT045,2522.579073820424
FDF33,OUT049,1657.3436602266759
DRK37,OUT013,3098.7815909963765
DRH49,OUT045,1333.8137461764727
FDT58,OUT013,2635.544075322171
FDD41,OUT018,1601.1668549857873
FDP40,OUT018,1659.4824264690762
FDM51,OUT027,2572.332786814931
FDO45,OUT010,192.55970352006906
FDW33,OUT010,223.65401328747237
FDY24,OUT045,864.4883186865139
FDB10,OUT010,586.9335004281852
FDM40,OUT035,2090.0933039334373
NCI06,OUT017,3072.4031792236956
FDW12,OUT019,330.556943725293
FDX48,OUT027,4016.7880070986935
NCW05,OUT027,2659.784420629693
FDX27,OUT017,1520.1815794231984
DRM37,OUT045,3032.354205585741
FDA38,OUT045,3938.4470915013108
FDR36,OUT046,622.94051989897
FDZ45,OUT046,3130.3774386749956
FDG05,OUT017,2546.042298225389
FDK28,OUT013,4217.738226458012
FDV47,OUT045,1353.510784338187
FDN21,OUT045,2589.874297105875
FDP20,OUT027,3304.7297962915677
FDI35,OUT045,3050.3550007621498
DRY23,OUT013,627.2451457912543
FDA56,OUT017,2044.6005315222712
FDB09,OUT013,2025.0224786313493
NCO26,OUT027,3167.3193667801797
FDQ49,OUT018,2442.362044330879
FDI52,OUT027,3277.6459902127945
FDZ44,OUT027,3135.5395233519243
FDZ09,OUT018,2488.1983435167467
FDY03,OUT049,1950.3574756539322
NCG42,OUT017,2053.6102058478214
DRI13,OUT027,5571.6496991147105
FDQ32,OUT013,2034.0955206725332
FDW16,OUT035,1393.8352535555255
FDU27,OUT046,755.9813329483826
FDR28,OUT010,420.3421993884308
FDQ49,OUT010,376.894119132665
FDS37,OUT046,1974.150228253206
FDW26,OUT018,3295.086460939694
FDX12,OUT018,3509.04848233103
NCP06,OUT013,2480.903694471313
FDW45,OUT010,351.3846810788538
NCN30,OUT049,1512.8796066116795
FDN24,OUT049,833.5293318115207
NCL41,OUT027,1125.1442486487294
FDR02,OUT019,275.4064217735091
FDD09,OUT010,464.51930757871645
FDS33,OUT010,192.16470563753893
FDU22,OUT045,2004.615783728188
FDI53,OUT013,2501.954264315976
DRH01,OUT049,2868.4113462357013
FDX32,OUT013,2104.598947672973
NCP30,OUT018,605.0438489873724
FDB60,OUT045,3058.1842280317983
FDB14,OUT049,1460.3884500573286
NCP02,OUT035,871.9111638381893
FDJ10,OUT017,2047.275475098683
FDG34,OUT046,1758.4353273119953
NCB18,OUT017,1361.9815425425272
FDM16,OUT049,1166.4721034583063
FDW25,OUT018,1355.7241160699202
FDB35,OUT010,205.4624251397641
DRN11,OUT013,2107.9549243245638
FDF41,OUT019,584.6668220515934
FDH16,OUT045,1362.0285042566532
NCQ50,OUT018,3237.2254750236607
DRH23,OUT018,870.1849105133077
DRJ37,OUT013,2432.09089617137
DRJ24,OUT027,5189.855819327801
FDY16,OUT035,3050.643907533886
FDQ27,OUT045,1651.1045763306888
FDZ33,OUT045,2473.6491467926226
FDF29,OUT045,2053.1048005255975
FDA08,OUT049,2574.4162215340552
FDG31,OUT046,1024.6273745251417
FDE34,OUT019,473.9816198393315
NCR30,OUT027,1813.5661988190602
FDV33,OUT035,4220.264910798188
DRZ24,OUT018,1877.512760200396
NCL54,OUT035,2889.4867795048044
FDR12,OUT049,2890.94395489301
NCC54,OUT046,3850.9260947344483
DRN59,OUT013,754.546940040509
FDX50,OUT019,273.7701048726994
FDV31,OUT027,4936.895241711988
NCA29,OUT027,4653.122753640274
FDW60,OUT049,2920.5819241220947
FDX08,OUT017,3113.426914126337
DRD49,OUT013,3837.8101264651577
FDD33,OUT046,3776.7650181844847
FDW35,OUT013,625.7273115863128
FDJ36,OUT017,1648.6289003105505
FDV51,OUT035,2722.7534971868645
FDW36,OUT046,1654.8679842065376
FDH35,OUT046,2587.738495381298
NCS30,OUT027,3311.831604549332
FDN49,OUT017,617.6166001257563
FDL08,OUT018,3521.3890514441878
FDI09,OUT013,3809.4976437327323
FDP19,OUT018,1883.6948531827552
FDU21,OUT010,90.16278014292142
NCP41,OUT045,1655.407442231778
FDY10,OUT013,1837.5080462184376
FDP12,OUT018,589.3999474630542
NCN26,OUT049,1978.7090936070754
FDK44,OUT013,2844.0674795871387
FDC28,OUT049,1654.8679842065376
FDJ41,OUT027,6333.760237248724
NCT29,OUT035,2027.9044805343112
NCH42,OUT019,573.5319748995885
FDU60,OUT018,2579.6634178889763
FDS02,OUT045,3056.135570432733
FDC51,OUT046,2059.1443479100017
FDU03,OUT013,3043.4951641798334
FDX39,OUT045,3686.778541384649
NCY05,OUT010,90.16278014292142
NCL06,OUT027,6239.471418701076
FDD32,OUT035,1289.3682046965187
NCN41,OUT045,2012.5224131612172
NCX53,OUT049,2124.5033296697156
FDU57,OUT019,344.0491799621136
FDQ23,OUT046,1651.1045763306888
FDQ52,OUT045,4009.6382385202965
FDC14,OUT045,624.3815803774855
FDY09,OUT035,2922.7497214655536
FDQ28,OUT045,2532.5319291516726
FDV25,OUT046,3763.2932535112473
FDJ07,OUT035,1983.1345885336486
DRB25,OUT049,1652.8509488168559
FDK52,OUT019,582.2465337366303
FDY52,OUT027,1767.0530047140555
FDB28,OUT046,3107.0432926468466
FDT36,OUT035,603.4812821166956
FDV25,OUT017,3813.689651883943
NCN07,OUT027,3301.73827307383
FDC57,OUT017,3055.713228820467
FDQ03,OUT018,3414.8474953709933
FDU23,OUT017,2737.5709012011353
NCX41,OUT035,3652.576771984804
NCD06,OUT035,754.1365883361457
FDW08,OUT045,1654.8679842065376
NCU29,OUT017,2467.824655611373
NCE06,OUT013,2503.464040774659
FDV52,OUT010,267.7809964646984
FDB02,OUT017,2912.906743325033
NCR18,OUT045,629.5071156700549
FDK16,OUT049,1514.8158246065775
NCQ29,OUT010,589.4589475928202
FDZ01,OUT019,246.53409569027454
FDW27,OUT035,2542.484399316157
FDD17,OUT018,3443.8815046477275
FDW39,OUT013,2880.730460016779
DRH59,OUT045,1106.3284824010302
FDS52,OUT013,1640.7371951823359
FDU40,OUT027,5464.0013069903525
NCF54,OUT013,2829.4758990771084
FDH46,OUT045,1651.1045763306888
NCP14,OUT049,1648.6289003105505
FDH50,OUT049,3127.3600738856335
DRF15,OUT010,364.8159870729702
FDV27,OUT027,2366.884002837952
NCJ06,OUT049,2040.2186931028211
FDN02,OUT018,3162.190317586487
FDQ51,OUT049,754.1365883361457
FDQ07,OUT017,3779.6864265038457
FDS45,OUT049,1651.1045763306888
NCJ06,OUT045,2020.167952603929
FDD36,OUT035,1991.0325230002577
FDY25,OUT045,3067.3886937675356
FDU52,OUT046,2449.8743137684396
DRK47,OUT017,3852.875120844809
NCL30,OUT017,2040.322703929722
FDN22,OUT035,4058.7704041228135
NCF30,OUT027,3306.5962124724256
FDK03,OUT035,4173.670873676209
FDT45,OUT017,866.5720745620328
